time,SO2,CO,O3,NO2,PM10,PM25,기온(°C),습도(%),풍속(m/s),month,day,hour,전일_미세먼지_PM10
2022-01-01 00:00:00,0.003,0.4,0.026,0.016,23.0,12.0,-8.5,41,1.9,1,1,0,0.0
2022-01-01 01:00:00,0.003,0.4,0.022,0.02,20.0,9.0,-9.2,42,1.8,1,1,1,0.0
2022-01-01 02:00:00,0.003,0.5,0.014,0.028,20.0,9.0,-9.5,43,1.2,1,1,2,0.0
2022-01-01 03:00:00,0.003,0.5,0.016,0.027,19.0,10.0,-9.3,46,1.4,1,1,3,0.0
2022-01-01 04:00:00,0.003,0.5,0.005,0.04,24.0,11.0,-9.6,48,1.7,1,1,4,0.0
2022-01-01 05:00:00,0.003,0.6,0.002,0.045,19.0,11.0,-9.7,51,0.8,1,1,5,0.0
2022-01-01 06:00:00,0.003,0.6,0.002,0.044,24.0,14.0,-9.8,53,1.9,1,1,6,0.0
2022-01-01 07:00:00,0.003,0.6,0.002,0.042,27.0,16.0,-10.1,55,1.9,1,1,7,0.0
2022-01-01 08:00:00,0.003,0.6,0.006,0.038,26.0,12.0,-10.2,56,2.5,1,1,8,0.0
2022-01-01 09:00:00,0.004,0.5,0.019,0.024,22.0,10.0,-9.1,56,2.1,1,1,9,0.0
2022-01-01 10:00:00,0.004,0.4,0.024,0.02,22.0,10.0,-6.8,42,2.3,1,1,10,0.0
2022-01-01 11:00:00,0.004,0.5,0.021,0.025,22.0,10.0,-4.3,37,0.9,1,1,11,0.0
2022-01-01 12:00:00,0.004,0.5,0.02,0.028,28.0,17.0,-2.3,34,1.2,1,1,12,0.0
2022-01-01 13:00:00,0.004,0.5,0.02,0.027,27.0,15.0,-0.1,32,1.5,1,1,13,0.0
2022-01-01 14:00:00,0.004,0.5,0.02,0.03,29.0,18.0,1.3,32,2.2,1,1,14,0.0
2022-01-01 15:00:00,0.004,0.5,0.017,0.032,29.0,18.0,1.9,35,1.7,1,1,15,0.0
2022-01-01 16:00:00,0.004,0.5,0.012,0.039,36.0,20.0,1.8,37,1.4,1,1,16,0.0
2022-01-01 17:00:00,0.004,0.6,0.005,0.046,34.0,21.0,0.5,38,1.5,1,1,17,0.0
2022-01-01 18:00:00,0.004,0.7,0.002,0.052,35.0,22.0,-0.9,42,0.7,1,1,18,0.0
2022-01-01 19:00:00,0.004,0.7,0.002,0.05,34.0,19.0,-1.2,45,0.9,1,1,19,0.0
2022-01-01 20:00:00,0.004,0.8,0.002,0.053,36.0,20.0,-1.6,47,0.9,1,1,20,0.0
2022-01-01 21:00:00,0.004,1.0,0.002,0.06,38.0,23.0,-2.4,49,2.1,1,1,21,0.0
2022-01-01 22:00:00,0.005,1.2,0.002,0.066,41.0,29.0,-2.5,49,1.0,1,1,22,0.0
2022-01-01 23:00:00,0.005,1.2,0.002,0.064,42.0,26.0,-2.6,52,0.9,1,1,23,0.0
2022-01-02 00:00:00,0.004,0.8,0.002,0.052,38.0,24.0,-2.8,55,2.3,1,2,0,23.0
2022-01-02 01:00:00,0.004,0.8,0.002,0.052,34.0,23.0,-2.9,57,2.1,1,2,1,20.0
2022-01-02 02:00:00,0.004,0.8,0.002,0.052,35.0,26.0,-2.6,57,1.9,1,2,2,20.0
2022-01-02 03:00:00,0.004,0.6,0.002,0.046,33.0,24.0,-2.1,56,2.5,1,2,3,19.0
2022-01-02 04:00:00,0.003,0.5,0.005,0.039,33.0,25.0,-1.9,55,2.0,1,2,4,24.0
2022-01-02 05:00:00,0.004,0.5,0.005,0.037,32.0,23.0,-1.9,56,2.3,1,2,5,19.0
2022-01-02 06:00:00,0.003,0.5,0.004,0.041,33.0,26.0,-1.9,66,2.5,1,2,6,24.0
2022-01-02 07:00:00,0.003,0.6,0.002,0.042,33.0,22.0,-2.2,81,2.0,1,2,7,27.0
2022-01-02 08:00:00,0.003,0.6,0.003,0.042,35.0,22.0,-2.2,83,2.0,1,2,8,26.0
2022-01-02 09:00:00,0.003,0.6,0.006,0.039,34.0,24.0,-1.9,82,1.4,1,2,9,22.0
2022-01-02 10:00:00,0.003,0.6,0.012,0.031,42.0,30.0,-0.8,81,0.7,1,2,10,22.0
2022-01-02 11:00:00,0.003,0.6,0.022,0.017,56.0,45.0,0.0,80,3.3,1,2,11,22.0
2022-01-02 12:00:00,0.004,0.6,0.027,0.016,58.0,46.0,1.4,74,2.4,1,2,12,28.0
2022-01-02 13:00:00,0.004,0.5,0.031,0.014,55.0,43.0,1.4,67,3.6,1,2,13,27.0
2022-01-02 14:00:00,0.004,0.5,0.037,0.012,43.0,33.0,2.4,55,3.5,1,2,14,29.0
2022-01-02 15:00:00,0.004,0.5,0.036,0.013,34.0,27.0,2.5,46,3.3,1,2,15,29.0
2022-01-02 16:00:00,0.004,0.4,0.035,0.014,33.0,24.0,2.5,45,3.0,1,2,16,36.0
2022-01-02 17:00:00,0.003,0.4,0.032,0.017,31.0,24.0,1.2,45,2.7,1,2,17,34.0
2022-01-02 18:00:00,0.003,0.4,0.03,0.017,25.0,17.0,-0.5,40,2.9,1,2,18,35.0
2022-01-02 19:00:00,0.003,0.5,0.025,0.02,24.0,15.0,-1.6,41,2.0,1,2,19,34.0
2022-01-02 20:00:00,0.003,0.5,0.028,0.017,26.0,18.0,-2.6,46,1.6,1,2,20,36.0
2022-01-02 21:00:00,0.003,0.5,0.023,0.021,27.0,19.0,-2.9,48,2.7,1,2,21,38.0
2022-01-02 22:00:00,0.003,0.5,0.016,0.027,27.0,18.0,-3.8,49,2.1,1,2,22,41.0
2022-01-02 23:00:00,0.003,0.5,0.018,0.025,25.0,18.0,-4.4,48,2.9,1,2,23,42.0
2022-01-03 00:00:00,0.003,0.5,0.017,0.025,22.0,17.0,-5.2,51,1.6,1,3,0,38.0
2022-01-03 01:00:00,0.003,0.5,0.018,0.023,22.0,15.0,-5.8,52,2.1,1,3,1,34.0
2022-01-03 02:00:00,0.003,0.5,0.016,0.024,22.0,15.0,-6.4,56,1.7,1,3,2,35.0
2022-01-03 03:00:00,0.003,0.6,0.013,0.026,20.0,14.0,-7.0,59,1.6,1,3,3,33.0
2022-01-03 04:00:00,0.003,0.6,0.01,0.03,23.0,16.0,-7.2,61,1.3,1,3,4,33.0
2022-01-03 05:00:00,0.003,0.6,0.008,0.036,18.0,13.0,-7.4,59,0.3,1,3,5,32.0
2022-01-03 06:00:00,0.003,0.5,0.005,0.039,22.0,13.0,-7.8,55,2.1,1,3,6,33.0
2022-01-03 07:00:00,0.003,0.7,0.003,0.046,21.0,14.0,-7.7,54,2.0,1,3,7,33.0
2022-01-03 08:00:00,0.003,0.8,0.003,0.047,28.0,14.0,-7.6,55,1.6,1,3,8,35.0
2022-01-03 09:00:00,0.004,0.9,0.005,0.049,25.0,13.0,-6.9,55,1.7,1,3,9,34.0
2022-01-03 10:00:00,0.004,0.9,0.005,0.051,37.0,23.0,-4.0,55,1.2,1,3,10,42.0
2022-01-03 11:00:00,0.004,0.7,0.008,0.045,32.0,21.0,-1.4,44,1.5,1,3,11,56.0
2022-01-03 12:00:00,0.003,0.7,0.012,0.039,33.0,18.0,0.9,36,2.1,1,3,12,58.0
2022-01-03 13:00:00,0.004,0.5,0.016,0.034,28.0,15.0,1.7,43,2.8,1,3,13,55.0
2022-01-03 14:00:00,0.004,0.5,0.015,0.036,32.0,20.0,2.0,43,2.4,1,3,14,43.0
2022-01-03 15:00:00,0.004,0.5,0.015,0.036,32.0,20.0,2.2,48,2.2,1,3,15,34.0
2022-01-03 16:00:00,0.004,0.5,0.015,0.036,32.0,20.0,2.3,49,2.4,1,3,16,33.0
2022-01-03 17:00:00,0.004,0.5,0.004,0.043,32.0,20.0,1.6,56,3.0,1,3,17,31.0
2022-01-03 18:00:00,0.004,0.5,0.006,0.039,27.0,15.0,1.3,58,1.9,1,3,18,25.0
2022-01-03 19:00:00,0.004,0.6,0.007,0.039,22.0,15.0,1.3,65,2.6,1,3,19,24.0
2022-01-03 20:00:00,0.003,0.6,0.004,0.043,20.0,16.0,1.2,68,1.8,1,3,20,26.0
2022-01-03 21:00:00,0.004,0.5,0.005,0.039,19.0,13.0,1.1,74,2.8,1,3,21,27.0
2022-01-03 22:00:00,0.004,0.5,0.003,0.041,21.0,15.0,0.9,75,1.5,1,3,22,27.0
2022-01-03 23:00:00,0.003,0.5,0.002,0.043,21.0,14.0,0.6,75,1.3,1,3,23,25.0
2022-01-04 00:00:00,0.003,0.5,0.002,0.043,25.0,18.0,0.7,81,1.6,1,4,0,22.0
2022-01-04 01:00:00,0.003,0.5,0.01,0.03,25.0,16.0,0.7,81,1.3,1,4,1,22.0
2022-01-04 02:00:00,0.003,0.5,0.012,0.025,28.0,20.0,-0.4,77,2.4,1,4,2,22.0
2022-01-04 03:00:00,0.003,0.4,0.016,0.02,30.0,21.0,-1.6,78,2.0,1,4,3,20.0
2022-01-04 04:00:00,0.003,0.5,0.02,0.015,31.0,23.0,-2.2,76,2.5,1,4,4,23.0
2022-01-04 05:00:00,0.003,0.5,0.018,0.017,29.0,21.0,-2.9,74,3.3,1,4,5,18.0
2022-01-04 06:00:00,0.003,0.5,0.016,0.02,33.0,24.0,-3.6,73,2.6,1,4,6,22.0
2022-01-04 07:00:00,0.003,0.6,0.014,0.023,35.0,25.0,-4.0,76,2.5,1,4,7,21.0
2022-01-04 08:00:00,0.004,0.6,0.009,0.028,37.0,30.0,-4.6,75,1.9,1,4,8,28.0
2022-01-04 09:00:00,0.004,0.6,0.014,0.023,37.0,26.0,-4.3,73,3.8,1,4,9,25.0
2022-01-04 10:00:00,0.004,0.6,0.02,0.019,38.0,26.0,-3.5,66,2.8,1,4,10,37.0
2022-01-04 11:00:00,0.004,0.6,0.021,0.02,40.0,28.0,-1.9,55,3.2,1,4,11,32.0
2022-01-04 12:00:00,0.004,0.6,0.023,0.019,44.0,32.0,-0.6,45,2.5,1,4,12,33.0
2022-01-04 13:00:00,0.005,0.6,0.024,0.021,47.0,33.0,-0.5,43,2.9,1,4,13,28.0
2022-01-04 14:00:00,0.004,0.6,0.026,0.019,46.0,31.0,0.0,37,3.6,1,4,14,32.0
2022-01-04 15:00:00,0.004,0.5,0.026,0.02,40.0,27.0,0.9,32,3.5,1,4,15,32.0
2022-01-04 16:00:00,0.004,0.5,0.024,0.021,37.0,20.0,0.7,29,3.0,1,4,16,32.0
2022-01-04 17:00:00,0.004,0.5,0.019,0.025,31.0,19.0,-0.4,29,2.8,1,4,17,32.0
2022-01-04 18:00:00,0.004,0.5,0.015,0.031,29.0,18.0,-1.7,31,2.2,1,4,18,27.0
2022-01-04 19:00:00,0.004,0.5,0.018,0.024,28.0,16.0,-2.6,35,0.7,1,4,19,22.0
2022-01-04 20:00:00,0.003,0.5,0.015,0.025,28.0,14.0,-2.5,34,2.5,1,4,20,20.0
2022-01-04 21:00:00,0.004,0.6,0.008,0.032,33.0,18.0,-3.5,37,0.8,1,4,21,19.0
2022-01-04 22:00:00,0.004,0.6,0.012,0.032,35.0,20.0,-4.4,41,1.0,1,4,22,21.0
2022-01-04 23:00:00,0.004,0.6,0.02,0.025,33.0,21.0,-5.1,42,1.5,1,4,23,21.0
2022-01-05 00:00:00,0.004,0.6,0.01,0.034,38.0,23.0,-5.6,45,1.3,1,5,0,25.0
2022-01-05 01:00:00,0.005,0.6,0.014,0.03,35.0,23.0,-6.0,48,1.3,1,5,1,25.0
2022-01-05 02:00:00,0.004,0.7,0.01,0.033,42.0,27.0,-6.6,49,2.2,1,5,2,28.0
2022-01-05 03:00:00,0.004,0.6,0.011,0.031,40.0,29.0,-7.0,52,1.0,1,5,3,30.0
2022-01-05 04:00:00,0.004,0.6,0.012,0.029,39.0,28.0,-7.2,52,1.9,1,5,4,31.0
2022-01-05 05:00:00,0.004,0.6,0.011,0.031,40.0,29.0,-7.3,54,1.8,1,5,5,29.0
2022-01-05 06:00:00,0.004,0.7,0.004,0.04,43.0,31.0,-7.6,55,2.4,1,5,6,33.0
2022-01-05 07:00:00,0.004,0.8,0.002,0.043,43.0,31.0,-7.7,57,2.3,1,5,7,35.0
2022-01-05 08:00:00,0.004,0.8,0.003,0.046,45.0,32.0,-7.5,58,2.6,1,5,8,37.0
2022-01-05 09:00:00,0.005,1.0,0.005,0.045,44.0,30.0,-6.4,56,0.9,1,5,9,37.0
2022-01-05 10:00:00,0.005,0.9,0.007,0.041,48.0,36.0,-4.4,50,1.3,1,5,10,38.0
2022-01-05 11:00:00,0.005,0.9,0.007,0.044,47.0,34.0,-2.4,46,1.5,1,5,11,40.0
2022-01-05 12:00:00,0.004,0.8,0.01,0.039,48.0,37.0,-0.6,41,2.3,1,5,12,44.0
2022-01-05 13:00:00,0.004,0.6,0.013,0.034,42.0,30.0,0.5,37,2.0,1,5,13,47.0
2022-01-05 14:00:00,0.004,0.7,0.012,0.036,43.0,31.0,1.3,35,2.3,1,5,14,46.0
2022-01-05 15:00:00,0.004,0.7,0.009,0.043,44.0,33.0,1.7,36,1.5,1,5,15,40.0
2022-01-05 16:00:00,0.004,0.7,0.005,0.046,47.0,36.0,1.8,36,1.3,1,5,16,37.0
2022-01-05 17:00:00,0.004,0.9,0.003,0.05,48.0,35.0,1.4,38,1.2,1,5,17,31.0
2022-01-05 18:00:00,0.005,1.2,0.002,0.055,63.0,46.0,0.7,42,2.0,1,5,18,29.0
2022-01-05 19:00:00,0.005,1.2,0.002,0.056,64.0,47.0,0.1,42,1.3,1,5,19,28.0
2022-01-05 20:00:00,0.005,1.1,0.002,0.052,61.0,51.0,-0.6,44,1.6,1,5,20,28.0
2022-01-05 21:00:00,0.004,0.9,0.002,0.049,56.0,40.0,-1.0,46,2.0,1,5,21,33.0
2022-01-05 22:00:00,0.005,0.9,0.002,0.047,57.0,38.0,-1.3,46,2.2,1,5,22,35.0
2022-01-05 23:00:00,0.004,0.9,0.002,0.048,52.0,39.0,-1.9,48,1.2,1,5,23,33.0
2022-01-06 00:00:00,0.004,0.9,0.002,0.048,52.0,45.0,-2.5,53,1.7,1,6,0,38.0
2022-01-06 01:00:00,0.004,0.9,0.002,0.044,47.0,37.0,-3.1,53,1.5,1,6,1,35.0
2022-01-06 02:00:00,0.004,0.9,0.002,0.043,46.0,38.0,-3.7,55,0.9,1,6,2,42.0
2022-01-06 03:00:00,0.004,0.9,0.002,0.048,44.0,36.0,-4.5,59,1.6,1,6,3,40.0
2022-01-06 04:00:00,0.003,0.9,0.002,0.043,45.0,40.0,-4.8,62,2.1,1,6,4,39.0
2022-01-06 05:00:00,0.003,0.8,0.002,0.042,40.0,35.0,-4.6,62,2.8,1,6,5,40.0
2022-01-06 06:00:00,0.003,0.8,0.002,0.041,40.0,34.0,-5.4,60,2.2,1,6,6,43.0
2022-01-06 07:00:00,0.003,0.8,0.002,0.041,40.0,34.0,-5.5,60,1.5,1,6,7,43.0
2022-01-06 08:00:00,0.004,0.9,0.003,0.042,46.0,37.0,-5.9,62,2.5,1,6,8,45.0
2022-01-06 09:00:00,0.005,1.0,0.006,0.041,46.0,36.0,-5.1,62,2.3,1,6,9,44.0
2022-01-06 10:00:00,0.005,0.9,0.011,0.039,50.0,39.0,-3.0,53,2.0,1,6,10,48.0
2022-01-06 11:00:00,0.005,0.7,0.017,0.031,52.0,39.0,-1.1,41,2.7,1,6,11,47.0
2022-01-06 12:00:00,0.006,0.7,0.02,0.029,49.0,38.0,0.3,35,3.4,1,6,12,48.0
2022-01-06 13:00:00,0.005,0.6,0.027,0.025,53.0,39.0,1.7,33,4.2,1,6,13,42.0
2022-01-06 14:00:00,0.005,0.5,0.033,0.018,48.0,35.0,2.8,31,4.2,1,6,14,43.0
2022-01-06 15:00:00,0.005,0.5,0.032,0.018,44.0,31.0,2.8,31,2.6,1,6,15,44.0
2022-01-06 16:00:00,0.004,0.6,0.029,0.023,49.0,30.0,3.1,31,1.6,1,6,16,47.0
2022-01-06 17:00:00,0.004,0.6,0.025,0.026,44.0,29.0,2.0,33,2.2,1,6,17,48.0
2022-01-06 18:00:00,0.004,0.8,0.013,0.039,47.0,29.0,0.7,35,2.2,1,6,18,63.0
2022-01-06 19:00:00,0.004,0.7,0.009,0.044,49.0,32.0,0.0,37,3.2,1,6,19,64.0
2022-01-06 20:00:00,0.004,0.7,0.016,0.032,53.0,33.0,-1.2,41,1.8,1,6,20,61.0
2022-01-06 21:00:00,0.005,0.7,0.02,0.027,51.0,37.0,-1.9,43,1.8,1,6,21,56.0
2022-01-06 22:00:00,0.004,0.8,0.011,0.037,55.0,41.0,-2.7,47,1.7,1,6,22,57.0
2022-01-06 23:00:00,0.004,0.9,0.004,0.043,54.0,40.0,-3.4,50,1.6,1,6,23,52.0
2022-01-07 00:00:00,0.004,1.1,0.002,0.049,54.0,42.0,-4.2,52,1.3,1,7,0,52.0
2022-01-07 01:00:00,0.005,1.0,0.004,0.049,54.0,40.0,-4.5,54,0.9,1,7,1,47.0
2022-01-07 02:00:00,0.005,0.9,0.013,0.036,61.0,48.0,-4.8,57,1.1,1,7,2,46.0
2022-01-07 03:00:00,0.005,0.9,0.013,0.035,62.0,49.0,-5.0,56,1.2,1,7,3,44.0
2022-01-07 04:00:00,0.005,0.9,0.011,0.038,63.0,51.0,-5.3,58,0.6,1,7,4,45.0
2022-01-07 05:00:00,0.005,1.0,0.004,0.046,60.0,50.0,-5.4,57,1.4,1,7,5,40.0
2022-01-07 06:00:00,0.005,1.0,0.004,0.046,60.0,50.0,-5.7,59,1.6,1,7,6,40.0
2022-01-07 07:00:00,0.005,1.0,0.004,0.046,60.0,50.0,-5.8,62,1.3,1,7,7,40.0
2022-01-07 08:00:00,0.005,1.0,0.004,0.046,60.0,50.0,-5.8,64,1.3,1,7,8,46.0
2022-01-07 09:00:00,0.005,1.0,0.004,0.046,60.0,50.0,-5.3,63,1.5,1,7,9,46.0
2022-01-07 10:00:00,0.005,1.0,0.004,0.046,60.0,50.0,-3.0,59,1.1,1,7,10,50.0
2022-01-07 11:00:00,0.005,1.0,0.004,0.046,60.0,50.0,0.3,48,0.8,1,7,11,52.0
2022-01-07 12:00:00,0.005,1.0,0.004,0.046,60.0,50.0,1.9,37,2.4,1,7,12,49.0
2022-01-07 13:00:00,0.005,1.0,0.004,0.046,60.0,50.0,2.5,32,1.7,1,7,13,53.0
2022-01-07 14:00:00,0.005,0.6,0.023,0.032,48.0,34.0,3.7,24,2.4,1,7,14,48.0
2022-01-07 15:00:00,0.004,0.6,0.021,0.035,43.0,33.0,4.2,24,2.1,1,7,15,44.0
2022-01-07 16:00:00,0.004,0.5,0.026,0.03,43.0,28.0,4.4,21,2.4,1,7,16,49.0
2022-01-07 17:00:00,0.004,0.6,0.021,0.038,44.0,29.0,2.8,25,2.3,1,7,17,44.0
2022-01-07 18:00:00,0.004,0.7,0.011,0.049,49.0,35.0,1.4,33,2.1,1,7,18,47.0
2022-01-07 19:00:00,0.005,0.6,0.011,0.045,53.0,35.0,0.3,41,1.8,1,7,19,49.0
2022-01-07 20:00:00,0.004,0.7,0.009,0.044,42.0,29.0,-0.5,46,1.8,1,7,20,53.0
2022-01-07 21:00:00,0.004,0.7,0.009,0.043,36.0,28.0,-1.3,50,2.1,1,7,21,51.0
2022-01-07 22:00:00,0.004,0.9,0.004,0.051,39.0,27.0,-1.9,53,1.8,1,7,22,55.0
2022-01-07 23:00:00,0.005,1.1,0.002,0.061,39.0,29.0,-2.2,55,1.0,1,7,23,54.0
2022-01-08 00:00:00,0.005,1.2,0.002,0.065,41.0,29.0,-2.8,55,0.7,1,8,0,54.0
2022-01-08 01:00:00,0.005,1.2,0.002,0.066,41.0,30.0,-3.1,54,0.8,1,8,1,54.0
2022-01-08 02:00:00,0.005,1.2,0.002,0.066,44.0,32.0,-3.3,53,0.1,1,8,2,61.0
2022-01-08 03:00:00,0.005,1.2,0.002,0.064,43.0,31.0,-3.6,54,0.1,1,8,3,62.0
2022-01-08 04:00:00,0.005,1.2,0.002,0.062,46.0,37.0,-3.9,55,1.9,1,8,4,63.0
2022-01-08 05:00:00,0.005,1.1,0.002,0.057,43.0,34.0,-4.3,56,1.9,1,8,5,60.0
2022-01-08 06:00:00,0.004,1.0,0.002,0.055,43.0,33.0,-4.7,59,2.4,1,8,6,60.0
2022-01-08 07:00:00,0.004,1.0,0.002,0.055,41.0,32.0,-4.9,60,2.0,1,8,7,60.0
2022-01-08 08:00:00,0.005,1.0,0.003,0.057,49.0,38.0,-4.9,61,2.3,1,8,8,60.0
2022-01-08 09:00:00,0.005,1.1,0.003,0.062,48.0,37.0,-4.0,60,2.2,1,8,9,60.0
2022-01-08 10:00:00,0.005,1.1,0.004,0.064,58.0,47.0,-2.4,58,2.1,1,8,10,60.0
2022-01-08 11:00:00,0.005,1.1,0.005,0.064,63.0,49.0,-0.8,53,2.3,1,8,11,60.0
2022-01-08 12:00:00,0.006,1.0,0.006,0.06,62.0,50.0,0.6,50,1.2,1,8,12,60.0
2022-01-08 13:00:00,0.005,0.9,0.005,0.056,52.0,41.0,2.3,52,1.1,1,8,13,60.0
2022-01-08 14:00:00,0.005,0.8,0.006,0.055,58.0,44.0,3.1,53,0.6,1,8,14,48.0
2022-01-08 15:00:00,0.004,0.7,0.01,0.045,55.0,39.0,3.2,65,1.8,1,8,15,43.0
2022-01-08 16:00:00,0.004,0.6,0.017,0.035,50.0,33.0,3.5,72,2.6,1,8,16,43.0
2022-01-08 17:00:00,0.004,0.6,0.018,0.034,45.0,32.0,3.7,71,2.8,1,8,17,44.0
2022-01-08 18:00:00,0.003,0.8,0.01,0.045,67.0,51.0,3.6,72,2.3,1,8,18,49.0
2022-01-08 19:00:00,0.004,0.8,0.013,0.04,90.0,72.0,3.6,74,2.3,1,8,19,53.0
2022-01-08 20:00:00,0.003,0.8,0.011,0.041,101.0,84.0,3.3,76,1.5,1,8,20,42.0
2022-01-08 21:00:00,0.004,0.9,0.008,0.043,106.0,88.0,3.4,77,1.3,1,8,21,36.0
2022-01-08 22:00:00,0.004,0.9,0.007,0.045,111.0,91.0,3.4,78,1.0,1,8,22,39.0
2022-01-08 23:00:00,0.004,0.9,0.012,0.04,120.0,98.0,3.5,78,1.9,1,8,23,39.0
2022-01-09 00:00:00,0.004,0.8,0.025,0.024,128.0,104.0,3.7,77,1.5,1,9,0,41.0
2022-01-09 01:00:00,0.004,0.8,0.028,0.016,139.0,113.0,3.7,80,2.1,1,9,1,41.0
2022-01-09 02:00:00,0.003,0.8,0.026,0.015,140.0,120.0,3.3,82,2.2,1,9,2,44.0
2022-01-09 03:00:00,0.003,0.9,0.021,0.018,133.0,113.0,2.5,83,1.3,1,9,3,43.0
2022-01-09 04:00:00,0.003,0.9,0.021,0.016,139.0,121.0,1.4,85,2.0,1,9,4,46.0
2022-01-09 05:00:00,0.003,0.9,0.021,0.015,128.0,109.0,0.5,86,2.6,1,9,5,43.0
2022-01-09 06:00:00,0.003,1.0,0.013,0.023,134.0,115.0,-0.1,88,2.7,1,9,6,43.0
2022-01-09 07:00:00,0.003,1.0,0.009,0.027,133.0,111.0,-0.9,88,1.5,1,9,7,41.0
2022-01-09 08:00:00,0.003,1.1,0.004,0.033,138.0,115.0,-0.6,90,2.0,1,9,8,49.0
2022-01-09 09:00:00,0.003,1.1,0.005,0.034,134.0,119.0,-0.6,88,1.0,1,9,9,48.0
2022-01-09 10:00:00,0.004,1.1,0.01,0.032,140.0,121.0,-0.3,89,1.4,1,9,10,58.0
2022-01-09 11:00:00,0.004,0.9,0.028,0.019,122.0,106.0,1.0,85,1.2,1,9,11,63.0
2022-01-09 12:00:00,0.004,1.0,0.021,0.028,123.0,107.0,2.2,75,2.0,1,9,12,62.0
2022-01-09 13:00:00,0.004,1.0,0.022,0.029,128.0,113.0,3.3,66,1.0,1,9,13,52.0
2022-01-09 14:00:00,0.004,0.9,0.028,0.027,120.0,107.0,4.9,58,1.8,1,9,14,58.0
2022-01-09 15:00:00,0.005,0.9,0.028,0.029,110.0,99.0,5.4,52,1.7,1,9,15,55.0
2022-01-09 16:00:00,0.004,0.8,0.033,0.026,112.0,97.0,5.3,47,1.6,1,9,16,50.0
2022-01-09 17:00:00,0.004,0.8,0.034,0.025,97.0,84.0,3.8,50,2.1,1,9,17,45.0
2022-01-09 18:00:00,0.004,0.8,0.028,0.029,90.0,78.0,2.2,53,1.1,1,9,18,67.0
2022-01-09 19:00:00,0.003,0.8,0.03,0.025,88.0,76.0,1.4,57,1.3,1,9,19,90.0
2022-01-09 20:00:00,0.003,0.9,0.02,0.035,84.0,77.0,0.8,61,1.6,1,9,20,101.0
2022-01-09 21:00:00,0.003,1.1,0.008,0.048,82.0,74.0,0.1,62,1.4,1,9,21,106.0
2022-01-09 22:00:00,0.003,1.2,0.008,0.047,88.0,79.0,-0.3,66,1.1,1,9,22,111.0
2022-01-09 23:00:00,0.003,1.3,0.002,0.058,88.0,76.0,-0.8,68,0.9,1,9,23,120.0
2022-01-10 00:00:00,0.004,1.2,0.002,0.057,87.0,81.0,-1.2,71,1.5,1,10,0,128.0
2022-01-10 01:00:00,0.004,1.3,0.002,0.059,90.0,79.0,-1.6,73,1.0,1,10,1,139.0
2022-01-10 02:00:00,0.004,1.3,0.002,0.06,98.0,85.0,-1.8,75,1.5,1,10,2,140.0
2022-01-10 03:00:00,0.004,1.3,0.002,0.058,94.0,80.0,-1.9,76,1.1,1,10,3,133.0
2022-01-10 04:00:00,0.003,1.2,0.002,0.054,97.0,87.0,-2.1,77,0.8,1,10,4,139.0
2022-01-10 05:00:00,0.003,1.2,0.002,0.05,94.0,83.0,-2.7,80,2.3,1,10,5,128.0
2022-01-10 06:00:00,0.003,1.2,0.002,0.051,100.0,89.0,-3.1,81,2.3,1,10,6,134.0
2022-01-10 07:00:00,0.004,1.2,0.002,0.053,98.0,86.0,-3.3,82,2.3,1,10,7,133.0
2022-01-10 08:00:00,0.004,1.4,0.003,0.056,107.0,92.0,-3.3,84,2.0,1,10,8,138.0
2022-01-10 09:00:00,0.004,1.3,0.004,0.053,103.0,93.0,-3.0,83,1.6,1,10,9,134.0
2022-01-10 10:00:00,0.005,1.2,0.007,0.049,120.0,104.0,-1.0,78,1.7,1,10,10,140.0
2022-01-10 11:00:00,0.005,1.3,0.009,0.055,123.0,106.0,1.5,69,1.9,1,10,11,122.0
2022-01-10 12:00:00,0.005,1.3,0.009,0.061,124.0,109.0,3.7,60,1.1,1,10,12,123.0
2022-01-10 13:00:00,0.005,1.1,0.01,0.061,106.0,96.0,4.2,53,2.4,1,10,13,128.0
2022-01-10 14:00:00,0.004,0.8,0.015,0.049,90.0,75.0,4.4,44,2.1,1,10,14,120.0
2022-01-10 15:00:00,0.004,0.6,0.017,0.039,54.0,43.0,4.0,40,2.8,1,10,15,110.0
2022-01-10 16:00:00,0.004,0.8,0.01,0.051,68.0,54.0,3.5,46,2.1,1,10,16,112.0
2022-01-10 17:00:00,0.004,0.9,0.007,0.054,86.0,71.0,3.0,53,2.5,1,10,17,97.0
2022-01-10 18:00:00,0.004,0.9,0.006,0.052,93.0,79.0,2.4,56,2.1,1,10,18,90.0
2022-01-10 19:00:00,0.004,0.5,0.027,0.027,62.0,51.0,2.0,55,2.3,1,10,19,88.0
2022-01-10 20:00:00,0.003,0.5,0.031,0.021,26.0,20.0,1.8,52,2.4,1,10,20,84.0
2022-01-10 21:00:00,0.004,0.5,0.032,0.021,32.0,24.0,1.4,58,1.9,1,10,21,82.0
2022-01-10 22:00:00,0.004,0.5,0.03,0.021,34.0,28.0,1.0,66,2.2,1,10,22,88.0
2022-01-10 23:00:00,0.003,0.6,0.013,0.036,42.0,33.0,0.3,82,1.9,1,10,23,88.0
2022-01-11 00:00:00,0.004,0.7,0.026,0.018,45.0,38.0,0.3,92,2.8,1,11,0,87.0
